name,email,dob,gender,contact,address,religion,community,minorityStatus,residentialStatus,admissionQuota,country,course,department,yearOfAdmission,Semester 1,Semester 2,Semester 3,Semester 4,Semester 5,Semester 6,Semester 7,Semester 8
Lisa King,michaelnixon@rubio.com,2007-02-28,Female,8710319201,"76237 Curry Light, Lake Carloshaven, VT 39392",Christian,MBC,Minority,Day Scholar,7.5 Reservation,International,B.E,Artificial Intelligence,2024,A,A,A,O,B+,,A+,C
Yesenia Davis,jerry21@gmail.com,2006-10-20,Female,7781166024,"788 Donna Harbors, Loganhaven, HI 62591",Christian,BC,Minority,Hosteller,Management,Domestic,B.E,Biotechnology,2024,B+,A+,,A,,,A+,A+
Paula Rasmussen,gelliott@hotmail.com,2002-05-03,Male,9930971922,"63192 Amber Harbors Suite 307, Jeremyside, OH 47357",Hindu,SC,Non-Minority,Day Scholar,7.5 Reservation,International,B.E,Mechanical Engineering,2020,B+,A+,A,O,B+,A+,A,B+
John Fischer,xramirez@hahn.com,2000-04-29,Female,9116484799,"207 Harrison Corners, Amberfurt, VA 80540",Hindu,MBC,Minority,Day Scholar,Management,Domestic,B.Tech,Electrical Engineering,2021,B+,A,A+,A+,A+,A,O,O
Jerry Hartman,zfoster@hotmail.com,2003-03-19,Female,5466090901,"2006 Barnett Green Apt. 492, Clarkmouth, ND 52469",Hindu,BC,Minority,Hosteller,Government,Domestic,B.E,Biotechnology,2024,O,B+,,O,B+,B+,,A+
Brian Roberts,eric77@smith.com,2002-07-16,Male,3457436562,"689 Kevin Cove Apt. 794, East Edwardfort, ID 42943",Hindu,SC,Minority,Day Scholar,Sports,Domestic,B.E,Artificial Intelligence,2024,B+,A+,O,B,A+,A,C,B
Troy Pollard,olowery@carroll.com,2006-08-20,Male,0343835611,"42986 Patel River Suite 283, Thomasborough, MD 51502",Muslim,MBC,Non-Minority,Hosteller,7.5 Reservation,Domestic,B.Tech,Information Technology,2022,B,C,A+,,A+,B,O,A+
Christopher Hall,tammyharris@nichols.com,2005-11-20,Male,3746014197,"7858 Philip Islands Apt. 147, Hernandezhaven, SC 49977",Muslim,SC,Minority,Hosteller,Government,Domestic,B.Tech,Artificial Intelligence,2023,B+,B+,O,B+,C,A,A,
Rachel Vazquez,cnelson@mcneil-black.net,2002-11-30,Female,5793992752,"09151 Melissa Ramp, Lisashire, MT 68988",Sikh,SC,Non-Minority,Hosteller,7.5 Reservation,International,B.E,Artificial Intelligence,2020,A+,O,A,B,B+,,,
Teresa Cabrera,nicolematthews@yahoo.com,2005-02-27,Female,2133282256,"01571 Keith Trace Suite 718, West Pam, OK 60310",Muslim,SC,Minority,Day Scholar,Management,Domestic,B.E,Electrical Engineering,2021,,A+,A+,A,B+,B,C,O
Donald Ferguson,erikamoore@hotmail.com,2000-07-16,Male,6195372046,"645 Steven Run, Markside, MO 53451",Sikh,SC,Minority,Hosteller,Government,International,B.Tech,Information Technology,2024,O,B,B,C,A+,B+,O,B
Roberta Hall,helenwells@brown.com,2008-03-05,Female,7273459742,"95870 Margaret Coves, Lake Judyhaven, CA 69594",Christian,SC,Non-Minority,Day Scholar,7.5 Reservation,International,B.E,Food Technology,2022,,A,C,B,B,B+,A+,B
Mr. Dennis Clark DVM,nwells@yahoo.com,2007-02-26,Female,0206905292,"85255 Tonya Knoll, New Karenville, IA 73143",Hindu,OBC,Non-Minority,Day Scholar,Government,Domestic,B.Tech,Biotechnology,2023,O,A+,A+,B+,O,A+,,A+
Mario Daniel,brooksjennifer@yahoo.com,2001-05-10,Female,8225919468,"461 Christina Cliffs, West Angela, MA 46885",Sikh,ST,Minority,Hosteller,Sports,International,B.Tech,Food Technology,2023,C,B,B+,A+,O,A,C,C
Allen Black,ycardenas@hotmail.com,2003-11-17,Female,7388255789,"61885 Lisa Key, West Kathryn, NY 21340",Hindu,SC,Non-Minority,Day Scholar,Government,Domestic,B.E,Information Science and Engineering,2022,B,A+,,B,B+,B+,,O
Diane Branch,ipatrick@chavez-white.com,2000-09-03,Male,8368173485,"8357 Adam Manor Suite 085, North Tina, FL 23683",Hindu,SC,Minority,Hosteller,Management,International,B.E,Food Technology,2024,C,C,A+,C,,B+,,A+
Stephen Smith,alexandra75@hotmail.com,2005-04-21,Male,4851272741,"67295 Wallace Creek Apt. 345, Craigton, ME 65001",Sikh,BC,Minority,Day Scholar,Management,Domestic,B.Tech,Biotechnology,2024,O,,A,A,B+,A,A+,O
Nicholas Vega,zwest@yahoo.com,2000-10-13,Male,5548416767,"420 Natasha Place Apt. 212, Acevedoland, UT 47043",Christian,MBC,Non-Minority,Day Scholar,Government,International,B.E,AIML,2020,B+,B+,C,A+,B,B,,B+
Evelyn Holmes,mooremanuel@yahoo.com,2000-09-11,Female,5107185505,"130 Lambert Grove Apt. 959, Valdezfort, VA 63341",Hindu,SC,Non-Minority,Hosteller,Management,International,B.Tech,Fashion Technology,2021,C,A,,A,B+,A+,A,C
James Kim,irivera@gmail.com,2006-06-16,Male,0688799280,"81204 Diaz Trafficway Suite 091, Williamshaven, IA 64364",Christian,OBC,Minority,Day Scholar,7.5 Reservation,International,B.E,Artificial Intelligence,2021,O,,B,,B,O,C,
Pamela Conley,robin05@yahoo.com,2002-10-29,Female,1060701127,"3252 Yates Centers Apt. 110, Smithhaven, LA 98440",Sikh,ST,Non-Minority,Day Scholar,Government,Domestic,B.E,Electrical Engineering,2022,,O,,O,C,A,B,A
Leslie Burch,edwardschristopher@gmail.com,2000-09-22,Female,8189296171,"012 Melanie Mountain, Smithstad, UT 69505",Christian,BC,Minority,Day Scholar,7.5 Reservation,International,B.E,Mechanical Engineering,2023,A,,A,B,B+,A+,B,C
James Wood,ssnyder@yahoo.com,2001-08-31,Male,4416924262,"PSC 9029, Box 2260, APO AP 44202",Christian,BC,Minority,Day Scholar,7.5 Reservation,Domestic,B.E,Information Science and Engineering,2020,A+,,,B,O,A+,O,O
Samantha Edwards,brittany42@mayo.net,2005-09-28,Male,3340007956,"89086 Tammy Rapids Apt. 920, West Jeffreyside, ID 66937",Christian,ST,Non-Minority,Hosteller,Management,International,B.E,Fashion Technology,2024,B+,,A,B,,C,A,A+
James Buchanan,vanessa49@kelley-lawson.com,2002-07-12,Female,4046748517,"91571 Taylor Villages, Livingstonland, LA 29207",Christian,BC,Non-Minority,Hosteller,Sports,International,B.Tech,Information Science and Engineering,2022,A,C,,A+,B,B,A+,O
Tyler Montgomery,upitts@gmail.com,2004-05-05,Male,1559247846,"USCGC Bruce, FPO AA 28091",Hindu,MBC,Minority,Hosteller,Management,Domestic,B.Tech,Information Technology,2021,,,B+,O,B,A,A+,C
Kristin Garza,jonathangreen@yahoo.com,2004-02-18,Female,1185741142,"0126 Daniel Cliffs, Lake Robert, NE 12728",Hindu,SC,Minority,Day Scholar,Sports,International,B.E,Biotechnology,2020,,C,,O,,B,O,B+
Jose Harris,chad42@yahoo.com,1999-08-01,Male,3559911391,"43967 Kristopher Garden, Woodwardshire, GA 83254",Muslim,ST,Minority,Day Scholar,Management,International,B.E,Fashion Technology,2024,B+,C,B,B,B,O,B+,
Timothy Padilla,rtaylor@smith.biz,2001-10-04,Male,7613626317,"36415 Deborah Island, Amandatown, NJ 69155",Muslim,OBC,Minority,Hosteller,Management,Domestic,B.E,Computer Science,2023,C,O,C,A,A,A+,C,C
Jacqueline Gonzalez,mikayla65@ryan.com,2005-06-25,Male,1819260287,"33178 Sanford Course Suite 052, West Anthony, WY 89468",Muslim,SC,Minority,Hosteller,Sports,International,B.E,Electrical Engineering,2022,A+,A,O,A,O,B+,B,C
John Perkins,gravesdouglas@yahoo.com,2005-02-12,Female,1261047105,"319 Steven Row, Rhodesmouth, PA 73873",Sikh,BC,Non-Minority,Day Scholar,Management,Domestic,B.Tech,Information Technology,2021,C,A+,,B+,B,,A,B+
Mary Peters,hhampton@yahoo.com,2000-06-07,Female,8226986265,"62778 Andrew Island Apt. 676, West Randall, VA 87938",Sikh,ST,Non-Minority,Day Scholar,Sports,Domestic,B.Tech,Information Science and Engineering,2023,C,A,B,B+,A+,C,B+,
Shane Hebert,youngjoseph@simpson.com,2002-08-24,Female,6695800748,"176 Marcus Road Suite 634, Lake Anthony, NY 91872",Jain,SC,Non-Minority,Day Scholar,Government,Domestic,B.Tech,AIML,2020,A,B+,A+,B+,O,A+,A,B+
Amber Scott,stevenwarren@munoz-parsons.info,2002-06-12,Female,5572883243,"71236 Mcgee Isle, West Manuelstad, NH 22165",Jain,ST,Minority,Day Scholar,Sports,International,B.E,Information Science and Engineering,2021,A+,A,C,B+,B,B,A,A+
Nicholas Pineda,jeffrey44@smith.com,2002-03-13,Male,1530234629,"36562 Owens Alley, Griffinfort, MI 03209",Sikh,ST,Non-Minority,Hosteller,Management,Domestic,B.Tech,AIML,2021,B+,B+,C,,,O,B,
Dakota Davis,johnking@miller-harper.com,2004-12-02,Male,7112564265,"7258 Benson Burg Apt. 604, Bryantchester, OK 45907",Hindu,MBC,Minority,Day Scholar,7.5 Reservation,Domestic,B.E,Information Technology,2024,B+,,B+,B+,C,,C,B
Laura Nelson,paceheather@hotmail.com,2001-12-15,Male,9050695112,"PSC 5733, Box 0775, APO AA 20330",Jain,BC,Minority,Hosteller,Sports,International,B.Tech,Food Technology,2023,O,A,,B,O,O,O,B
David Brennan Jr.,matthewalexander@gmail.com,2004-12-20,Male,2552086484,"10793 Crystal Square, Gibsonbury, RI 80307",Sikh,SC,Minority,Day Scholar,Sports,International,B.Tech,Fashion Technology,2022,,,C,A+,A+,O,,A+
Alicia Barton,dhancock@yahoo.com,2001-07-05,Male,7685465500,"USNV Webster, FPO AA 69993",Jain,SC,Non-Minority,Hosteller,7.5 Reservation,Domestic,B.E,Fashion Technology,2023,,A,O,A+,A+,,C,O
Andre Brooks,qkaufman@thompson-dunn.biz,2007-10-06,Male,2148212160,"4970 Cooper Route Suite 606, Kelseyton, AR 78498",Sikh,MBC,Non-Minority,Day Scholar,7.5 Reservation,International,B.Tech,Fashion Technology,2023,A+,A+,O,B,,B+,C,O
Ashley Richmond,hwilliams@perry.org,2004-12-25,Male,3971772831,"54969 Brown Ridges, New Nancy, AZ 06488",Muslim,SC,Non-Minority,Hosteller,Government,International,B.Tech,Artificial Intelligence,2023,A+,,A,,A,O,O,B+
Eric Owens,santiagosara@reyes.info,2008-02-03,Female,8984111147,"57315 Stephanie Trail, Clarkmouth, RI 95042",Christian,ST,Non-Minority,Day Scholar,Sports,International,B.Tech,AIML,2020,B+,A+,A,,,C,A+,B+
Cory Payne,david83@hotmail.com,2000-12-19,Male,1238285147,"11693 Rhonda Pine Apt. 331, Joyborough, VT 49509",Muslim,BC,Non-Minority,Day Scholar,7.5 Reservation,International,B.E,Computer Science,2021,C,C,A,C,B+,,A,
Melissa Dennis,uspencer@webb.com,2007-11-08,Male,5559057043,"7116 Marshall Crescent, Sandersville, SD 86843",Jain,MBC,Minority,Day Scholar,Sports,Domestic,B.E,Fashion Technology,2023,,O,A+,B+,O,A,O,O
James Collins,theresa75@bishop.com,2002-10-16,Female,5447722519,"2301 Carmen Spur Apt. 462, West Peterview, MA 62925",Christian,BC,Non-Minority,Hosteller,7.5 Reservation,Domestic,B.E,Biotechnology,2023,A+,B,,C,A,A,,A+
Patricia Gaines,edwindavis@sheppard.com,2005-05-04,Female,7386900680,"39083 Michael Groves Apt. 363, New Anitaport, CT 50498",Christian,OBC,Minority,Day Scholar,Management,International,B.E,Electrical Engineering,2024,B+,B,A+,B,B+,B+,B+,B
Laura White,clarkrobert@hotmail.com,2001-09-02,Male,0501337616,"766 Antonio Meadows Suite 153, Jamesville, AK 45309",Hindu,SC,Minority,Day Scholar,Management,Domestic,B.Tech,Mechanical Engineering,2024,C,A+,C,,B+,A+,A,O
Kelly Smith,bwilson@hotmail.com,2004-09-25,Female,1817742105,"58762 Shane Oval Suite 276, Thompsonburgh, TX 65755",Hindu,SC,Non-Minority,Hosteller,7.5 Reservation,International,B.E,Computer Science,2024,O,A,A+,C,A+,A+,C,O
Erica Cruz,ashley91@rodriguez.com,2003-03-31,Female,4181836617,"7077 Phillips Lake, East Melissachester, MT 49974",Muslim,ST,Non-Minority,Hosteller,Government,Domestic,B.E,Artificial Intelligence,2022,C,B+,,B,C,,A,B+
Charles Dawson,yclark@johns.com,2001-02-24,Male,3280601024,"USNS Cruz, FPO AA 65339",Jain,ST,Non-Minority,Hosteller,Government,Domestic,B.Tech,Food Technology,2020,,C,A+,,O,O,B+,A+
Kimberly Moore,victoriabenson@mcguire-gallegos.com,2005-09-18,Female,5517443591,"1969 Taylor Tunnel, North Lindaburgh, NC 62808",Sikh,BC,Minority,Hosteller,7.5 Reservation,International,B.E,Computer Science,2024,B+,O,O,O,B+,A,A+,A+
Dr. Micheal Fernandez,odavis@lawrence-castaneda.info,2003-07-07,Male,6642017758,"90570 Stanton Knolls Apt. 712, North Jamie, MI 52209",Jain,OBC,Minority,Day Scholar,Government,International,B.Tech,Information Technology,2023,C,,O,A,B+,A,A,O
Courtney Lewis MD,hillsteven@hotmail.com,2004-09-25,Female,2293392292,"PSC 5669, Box 0047, APO AP 59184",Hindu,ST,Minority,Day Scholar,Sports,International,B.Tech,Information Technology,2023,B+,B,B+,B+,A+,C,A,B
Patricia Foster,jaredluna@yahoo.com,1999-09-13,Male,0402987694,"983 Christine Rapids Apt. 141, Phillipsville, CT 00929",Muslim,OBC,Minority,Day Scholar,Government,International,B.E,Food Technology,2020,A,A,B,A,O,A,A+,B+
Seth Lin,belinda30@hill.com,2006-06-22,Male,3005106345,"532 Phillip Ridges Apt. 410, Riggsland, IN 12625",Christian,MBC,Non-Minority,Day Scholar,Management,International,B.E,Food Technology,2024,A,B,C,B,B+,O,A+,A
Stacy Kerr,andrew17@rivera.com,2000-10-02,Male,6475911827,"15652 Michael Walk, Lopezland, MD 43471",Muslim,BC,Minority,Hosteller,7.5 Reservation,International,B.Tech,Artificial Intelligence,2021,,C,B,,,,B+,A+
Matthew Gutierrez,guy33@yahoo.com,2006-01-31,Female,3732894864,"019 Eaton Junctions Suite 265, Myersview, KS 24819",Hindu,ST,Non-Minority,Hosteller,7.5 Reservation,Domestic,B.E,Information Science and Engineering,2023,A,C,A+,O,O,C,C,O
Terri Johnson,meltonjustin@fitzpatrick.org,2007-06-23,Male,6631775493,"347 Mercedes Forges, Longmouth, WA 78276",Christian,SC,Non-Minority,Day Scholar,7.5 Reservation,International,B.Tech,Mechanical Engineering,2021,A+,A,B+,B+,A,A+,A+,A
Alexandra Wise,olivia68@hotmail.com,2006-04-21,Male,9683118099,"255 Rojas Mill, New Michaelport, CT 28673",Hindu,OBC,Minority,Hosteller,Government,International,B.Tech,Fashion Technology,2022,,A+,B,O,B+,B,A,O
Tiffany Hunter,petersonjoel@velazquez.com,2002-05-26,Male,8978304046,"39597 Stephens Summit, Hansenborough, SD 36063",Christian,ST,Minority,Day Scholar,Management,Domestic,B.E,Artificial Intelligence,2020,A,O,,O,A,B,O,
Keith Castillo,bkelly@yahoo.com,2007-01-28,Female,1176134441,"USNV Ayala, FPO AA 11945",Muslim,ST,Non-Minority,Hosteller,Government,Domestic,B.E,Artificial Intelligence,2023,B+,B+,O,A,C,C,C,
Donald Hendricks,richard08@phillips.com,2004-03-13,Female,9921345223,"05696 Krystal Squares, Port Maryton, MS 20342",Jain,MBC,Non-Minority,Day Scholar,Sports,International,B.E,Biotechnology,2020,A,A,A,B,O,A+,C,A
Ryan Oconnor,sean71@york-lane.com,2007-10-23,Female,1989150502,"Unit 1254 Box 5823, DPO AE 87401",Muslim,MBC,Minority,Hosteller,7.5 Reservation,Domestic,B.E,Information Technology,2022,A+,,B+,,,B,,B
Kaitlin Jones,rodney55@gmail.com,2005-04-21,Female,3817333870,"7394 Wilson Alley, North Justinport, OH 58835",Sikh,OBC,Minority,Day Scholar,Sports,International,B.Tech,Computer Science,2020,A+,B,B+,A,A,B,C,
Shari Day,craigadam@butler.com,2003-01-24,Male,6559439768,"5545 Brown Park Suite 612, Lake Jessica, AL 08418",Hindu,ST,Minority,Day Scholar,7.5 Reservation,International,B.E,Fashion Technology,2024,A+,,A+,A,C,B+,A,C
Jacob Gardner,ashleykelly@lee-donaldson.com,1999-08-04,Female,0588249222,"PSC 9836, Box 7662, APO AA 24762",Muslim,SC,Minority,Day Scholar,Government,International,B.Tech,Fashion Technology,2022,B+,C,B,A,B,,,
Evan Wolf,katelynlee@bartlett-oneal.com,2002-03-11,Male,2530379153,"95303 Travis Club, Josephborough, NE 39764",Christian,MBC,Non-Minority,Day Scholar,Management,Domestic,B.E,Electrical Engineering,2020,B+,B,C,A+,O,,C,B+
Susan Ward,josephreyes@jennings-nixon.com,2004-11-18,Male,5373744390,"PSC 0227, Box 4548, APO AA 77097",Muslim,MBC,Non-Minority,Hosteller,7.5 Reservation,International,B.E,Fashion Technology,2020,A,A+,C,O,C,C,O,B
Benjamin Salazar,dennis82@gmail.com,2002-01-18,Female,2315314195,"7003 Larry Unions Suite 095, North Danielle, SD 51870",Muslim,MBC,Minority,Hosteller,Management,Domestic,B.Tech,Fashion Technology,2024,A,A+,A,B+,B,A+,B+,C
Dr. Heather Walker DDS,kristin58@gmail.com,2004-05-21,Male,1878884897,"117 Carter Causeway, North Troyfurt, MO 55147",Muslim,SC,Minority,Hosteller,Management,International,B.E,Information Technology,2021,A,,C,B,O,B,A,O
Richard Benson,davidgarcia@wright-phillips.com,2000-01-27,Female,6294568872,"321 Selena Flat, East Stephenstad, UT 06552",Christian,OBC,Non-Minority,Hosteller,Management,International,B.E,Biotechnology,2021,B,B+,C,C,B+,B,O,
Steven Romero,sarah86@kelly-rios.biz,2006-02-08,Male,2154573492,"Unit 4918 Box 7630, DPO AA 91166",Jain,ST,Non-Minority,Hosteller,Management,International,B.E,Information Science and Engineering,2020,A+,A,,B,A,A+,,A
Jodi Bryant,goodmansamantha@robinson-delacruz.com,2002-04-09,Male,9303404065,"4455 Danny Square, West Taylor, NJ 83508",Sikh,SC,Non-Minority,Hosteller,Management,International,B.E,Electrical Engineering,2023,C,C,B+,,,,C,B+
Olivia Bauer,nancyriley@wilkinson.com,2008-01-21,Female,7303126328,"0671 Alan Cliff, North Brenda, HI 95662",Christian,SC,Non-Minority,Hosteller,Management,Domestic,B.E,Biotechnology,2020,C,B,B+,,O,O,B,O
Ryan Wilkins,robin60@mccoy.com,2007-11-23,Male,6893875780,"43930 Gina Landing, Smithfurt, MD 21075",Hindu,BC,Minority,Hosteller,Sports,Domestic,B.E,Biotechnology,2023,B,A+,C,C,,C,B,C
Brittany Johnson,jeffersonanna@miller.info,2002-08-25,Male,0051449665,"168 Toni Prairie, North Richardburgh, NC 00749",Sikh,SC,Minority,Day Scholar,Government,Domestic,B.E,Fashion Technology,2022,C,C,O,B+,B+,A+,C,O
Crystal Smith,kathryn04@estrada.com,2003-06-11,Male,9393592791,"01317 Angela Causeway, Hannahville, KS 26538",Christian,OBC,Non-Minority,Hosteller,Management,Domestic,B.E,Biotechnology,2020,A+,B,A+,B+,O,B+,,C
Bradley Harper,richard81@oneal.com,1999-05-03,Male,5025682189,"8658 Carla Fords Suite 078, Sanchezville, NC 17993",Jain,SC,Minority,Hosteller,Government,Domestic,B.E,Mechanical Engineering,2023,B+,,A+,A+,O,B,C,
Michele Hernandez,christopherrichards@yahoo.com,2002-01-05,Female,2627272947,"9542 Henderson Spring, Christopherbury, KS 42117",Sikh,SC,Non-Minority,Day Scholar,Management,International,B.Tech,Biotechnology,2023,A+,A,B+,C,,B+,O,A
Kristine Jackson,brodriguez@butler.info,1999-08-15,Male,3192273243,"01465 Sarah Rapid, Hoffmanview, WA 87524",Muslim,MBC,Minority,Day Scholar,7.5 Reservation,International,B.E,Food Technology,2020,C,O,B,A,O,A,B+,B+
Nicole Lawson,dananelson@gmail.com,2005-09-28,Female,3857065352,"1886 Jeremy Light, North Scott, NV 59750",Christian,ST,Minority,Hosteller,Management,Domestic,B.Tech,Mechanical Engineering,2023,B+,B,O,,O,C,B,A+
Shelly Wells,jenniferclark@yahoo.com,2007-10-11,Female,1932766534,"07242 John Path Apt. 567, North Daniel, NY 67183",Christian,ST,Non-Minority,Hosteller,7.5 Reservation,Domestic,B.Tech,Mechanical Engineering,2021,B+,B+,C,B,C,O,B+,B+
Cathy Bartlett,james36@gmail.com,2005-02-23,Male,1093758746,"6728 Michael Stream Apt. 346, New Adammouth, CT 83967",Muslim,MBC,Non-Minority,Day Scholar,Sports,International,B.Tech,Biotechnology,2023,A,O,A,B+,A,B,O,B+
Tanner Smith,thomasmendoza@fox.com,2003-06-17,Female,8201520140,"0556 Smith Throughway Suite 872, New Jessica, MN 63340",Sikh,MBC,Non-Minority,Day Scholar,Government,Domestic,B.E,Artificial Intelligence,2020,,B,A+,B+,O,C,B,C
Sarah Carlson,kellerjeffrey@gmail.com,2008-03-25,Male,8090478224,"798 Larry Knoll Apt. 369, West Elizabeth, MI 99384",Muslim,BC,Non-Minority,Hosteller,Management,Domestic,B.Tech,Information Science and Engineering,2021,C,A+,A+,B,,,A,
Michael Macias,andreaanderson@yahoo.com,2000-08-28,Female,4488902527,"7256 Yvette Crest Apt. 007, Lake Tony, HI 99403",Hindu,SC,Minority,Day Scholar,Government,International,B.E,Information Technology,2020,,B+,O,A,A,O,C,O
Diane Copeland,busherica@williams-moore.com,2003-09-14,Male,4410898477,"10726 Sandra Falls, West Aliciafort, HI 71607",Christian,SC,Non-Minority,Hosteller,7.5 Reservation,Domestic,B.E,Mechanical Engineering,2021,B,,A+,O,A+,B,A,B+
Peter Mitchell,tammiewise@hotmail.com,2004-02-12,Female,7853984794,"Unit 6169 Box 6842, DPO AP 98472",Sikh,BC,Minority,Day Scholar,Management,International,B.Tech,Electrical Engineering,2022,C,A+,A+,O,C,B,A,A+
Samantha Miranda,xmiller@santos.info,2006-06-09,Male,5180192072,"013 Foley Fort, Lisamouth, KY 73369",Muslim,ST,Non-Minority,Hosteller,Government,Domestic,B.E,Information Science and Engineering,2020,B,B+,C,O,O,A,B,B
Eric Chavez,cristinagray@gmail.com,2003-04-27,Male,5898687961,"66085 Robert Expressway Apt. 943, Port Destiny, AL 90401",Hindu,MBC,Non-Minority,Day Scholar,Sports,International,B.Tech,Electrical Engineering,2022,A,B+,O,B,O,O,A+,A
Stephanie Larsen,michellewilliams@chandler-roberts.net,1999-05-10,Female,3578101782,"2150 Christopher Hills Apt. 701, Jamesville, NV 51306",Muslim,MBC,Non-Minority,Day Scholar,Sports,International,B.Tech,Food Technology,2024,A+,B,A,O,A,A,A+,
Cheryl Bennett,emilysullivan@gmail.com,2001-03-30,Male,2867977731,"148 Sandra Crest Suite 930, Port Crystal, MI 41324",Muslim,MBC,Minority,Day Scholar,Government,Domestic,B.E,Electrical Engineering,2024,A,A+,A,,C,A,A,A+
Jennifer Harper,kristen98@wilson.com,2003-01-06,Male,2529361273,"0661 Bailey Station, North Mitchell, MN 60166",Jain,SC,Minority,Hosteller,Management,Domestic,B.E,Fashion Technology,2022,B,A,A,,A,O,A+,A+
Maureen Sanford,olsonchristopher@rogers.com,2000-02-25,Male,8115253848,"23088 Hoover Island Apt. 783, Jochester, NE 79054",Christian,ST,Non-Minority,Day Scholar,Management,Domestic,B.Tech,Artificial Intelligence,2023,O,B,B+,A+,A,B+,B+,B
Amber Mason,mortonlatoya@hotmail.com,2005-01-01,Male,9066737255,"16637 Nicholas Lights, West Amyville, IL 41354",Christian,OBC,Non-Minority,Hosteller,Management,International,B.E,Computer Science,2020,C,A,A,B+,B,B+,B,O
Sarah Miller,andrewharris@jenkins.com,2000-07-13,Female,5673145963,"Unit 4378 Box 3513, DPO AP 23658",Christian,MBC,Minority,Day Scholar,Management,International,B.E,AIML,2021,O,C,B,A+,A,B+,A+,
Chad Gregory,melindawilkerson@gmail.com,2002-03-25,Female,2194312449,"Unit 1328 Box 9071, DPO AA 43465",Jain,SC,Minority,Day Scholar,Management,Domestic,B.E,Fashion Technology,2022,O,,,,B,A,,B
